"i","dow_count","dow_rate_r1","dow_rate_r2b","dow_rate_r2e","dow_rate_r2e_postop","dow_rate_ame_wait","time_to_surgery_mean","time_to_surgery_p90","r2b_dwell_mean","r2b_r2e_transit_mean","r2e_dwell_mean","ot_util_r2b","ot_util_r2e","r2b_surgery_count","r2e_surgery_count","r2b_ot_q","r2e_ot_q","r2e_icu_q","transport_q","rtd_rate_r1","rtd_rate_r2b","rtd_rate_r2e","r2b_bypass_rate","total_rtd","role4_peak_occupancy","role4_mean_occupancy","ame_sortie_demand","ame_wait_critical_mean","ame_wait_standard_mean","ame_backlog_critical_mean","ame_backlog_critical_peak","ame_backlog_standard_mean","ame_backlog_standard_peak","ame_sorties_flown","system_ot_q","transport_util"
12,4.4,0.00035486160397445,0.00674237047551455,0,0.0007097232079489,0,6747.71707861184,14353.2467924652,5926.93552102457,25.2452821513106,6495.38987107999,0.0642245031460628,0.699032410302277,38,176.2,0,4.69431544722542,0.967002180467363,0.132815977714967,0.197303051809794,0.0628105039034776,0.0202271114265436,0.108651911468813,158,64.6,36.5733333333333,25.4,2289.16695520647,1800.85688602149,8.19708197839022,20.4,3.61674910460345,11,5.8,4.69431544722542,0.111146843204274
13,4.4,0.00035486160397445,0.00674237047551455,0,0.0007097232079489,0,6747.71707861184,14353.2467924652,5926.93552102457,25.2452821513106,6495.38987107999,0.0642245031460628,0.699032410302277,38,176.2,0,4.69431544722542,0.967002180467363,0.132815977714967,0.197303051809794,0.0628105039034776,0.0202271114265436,0.108651911468813,158,64.6,36.5733333333333,25.4,2289.16695520647,1800.85688602149,8.19708197839022,20.4,3.61674910460345,11,5.8,4.69431544722542,0.111146843204274
14,4.6,0.000380372765310004,0.00798782807151008,0,0.000380372765310004,0,6061.0251290593,12262.7555027984,6162.03304635164,25.3701608533236,6276.29901476331,0.0616711057076141,0.667820366791741,36.8,180.2,0,3.32323911966817,1.17080149712253,0.144239388536697,0.179155572461012,0.0680867249904907,0.0174971472042602,0.0859431900946832,139.2,69.4,37.6533333333333,26.2,1436.2422400348,1366.14561337723,8.24036807952903,19.4,1.91823830819445,7,5.6,3.32323911966817,0.104719671310881
15,3.2,0,0.00480591497227357,0.000369685767097967,0.000739371534195933,0,5390.62360184682,11869.8493211888,5849.13649982185,24.73325967504,6052.27384118309,0.0661892144286579,0.538811030061221,36.8,148,0,2.18265154116729,0.582008099189264,0.14853947806094,0.207393715341959,0.0628465804066543,0.0188539741219963,0.118326118326118,156.4,70.4,38.98,25.8,1738.84958970945,1939.56915212126,7.55158814870421,15.4,3.47099886090864,10.8,5.2,2.18265154116729,0.103112560708552
16,3.2,0,0.00480591497227357,0.000369685767097967,0.000739371534195933,0,5390.62360184682,11869.8493211888,5849.13649982185,24.73325967504,6052.27384118309,0.0661892144286579,0.538811030061221,36.8,148,0,2.18265154116729,0.582008099189264,0.14853947806094,0.207393715341959,0.0628465804066543,0.0188539741219963,0.118326118326118,156.4,70.4,38.98,25.8,1738.84958970945,1939.56915212126,7.55158814870421,15.4,3.47099886090864,10.8,5.2,2.18265154116729,0.103112560708552
17,3.6,0,0.0051413881748072,0.000367242012486228,0.00110172603745869,0,5379.28403908125,11865.334805202,5853.29235337213,24.6814100387383,6091.70581050671,0.0657529647859882,0.545243216787162,37,149.2,0,2.18691320510067,0.586706978786762,0.148870369345902,0.210796915167095,0.0624311421226588,0.0187293426367976,0.12077641984184,159,69.8,39.0266666666667,25.6,1772.06690801918,1939.56915212126,7.56954297675207,15.4,3.47099886090864,10.8,5.2,2.18691320510067,0.103942668319434
18,4.8,0.000436109899694723,0.00959441779328391,0,0.000436109899694723,0,5209.4166711484,11947.3913554242,5880.92787250533,25.0118487204391,5748.20958357373,0.0613791158329324,0.526503998634109,36.8,140.2,0,1.67506944736801,0.203316594587922,0.0755775524177658,0.201046663759267,0.0745747928477976,0.0226777147841256,0.0751020408163265,136.8,61.6,34.5666666666667,26.8,1200.79320335114,1061.05570059843,4.14547667953815,11.8,1.33658413663356,4.4,5,1.67506944736801,0.0902508148688457
19,3.8,0.000434782608695652,0.00782608695652174,0,0,0,5545.05127134404,12177.8411507151,5528.3455995946,24.8087285695896,6279.42780687377,0.0653806826421301,0.556473470234099,40.4,158.6,0,2.95650010429717,0.374224265468224,0.129891086110704,0.20695652173913,0.0752173913043478,0.0226086956521739,0.0762300762300762,140.2,65.8,38.6866666666667,26.2,1232.40259084761,1049.98015993867,5.36128837266578,14.4,2.92695502829541,9.2,5,2.95650010429717,0.135756877946586
20,3.4,0.000846740050804403,0.00635055038103302,0,0,0,5710.16763029451,12367.7244722614,5496.29442162871,24.7526233275556,6238.38787236166,0.0635849633750003,0.561762674834987,40,163.4,0,3.1666626679896,0.407534486626536,0.122842498228156,0.220152413209145,0.0732430143945809,0.0215918712955123,0.0822481151473612,148.8,68,38.52,26,1005.11527482099,956.743168971906,5.72557065214393,15.4,3.16786694329063,10.4,5.6,3.1666626679896,0.114206244177904
21,3.8,0.000844238075137189,0.0071760236386661,0,0,0,4247.25645612999,9821.14302859523,4897.79715260078,25.3059429156053,6174.24482288531,0.071373258303052,0.560660728037154,42.4,157.4,0,2.34130845895471,0.346605980182827,0.116525748936586,0.201350780920219,0.0962431405656395,0.0236386661038413,0.0630824372759857,152.2,64.6,36.8533333333333,26.4,1572.11737150964,628.653243379738,5.42406289862725,14.8,2.0243864802277,6.4,6,2.34130845895471,0.0931139894153875
22,3.8,0.000844238075137189,0.0071760236386661,0,0,0,4247.25645612999,9821.14302859523,4897.79715260078,25.3059429156053,6174.24482288531,0.071373258303052,0.560660728037154,42.4,157.4,0,2.34130845895471,0.346605980182827,0.116525748936586,0.201350780920219,0.0962431405656395,0.0236386661038413,0.0630824372759857,152.2,64.6,36.8533333333333,26.4,1572.11737150964,628.653243379738,5.42406289862725,14.8,2.0243864802277,6.4,6,2.34130845895471,0.0931139894153875
23,4.2,0.00284552845528455,0.00528455284552846,0.00040650406504065,0,0,4535.56549252023,9980.9404746768,5160.44625503678,25.0876638634853,5711.64362644704,0.068949464262804,0.563218137478886,43,170,0,2.27652101359293,0.371728639737786,0.115605501587657,0.230487804878049,0.0922764227642276,0.0227642276422764,0.0622462787550744,170,76.6,44.2533333333333,26.8,1412.20526139559,938.936188924601,5.42060549869991,14.4,2.27638521320493,9.4,5.6,2.27652101359293,0.0960171430752976
24,7,0.00155945419103314,0.0113060428849903,0.000779727095516569,0,0,4782.36826635955,10216.9197150358,4839.93852074688,24.8501477202219,6522.3150916341,0.0750886154875991,0.663912555515015,46.2,188.4,0,3.9729875017881,0.827142278117279,0.156102719749517,0.223391812865497,0.0846003898635478,0.0230019493177388,0.0549185274592637,169.8,71.8,42.2466666666667,26.4,1589.29296084905,1247.38900030031,7.43867337860929,18.4,4.62360219980147,11.4,5.2,3.9729875017881,0.127916325921487
25,7,0.00155945419103314,0.0113060428849903,0.000779727095516569,0,0,4782.36826635955,10216.9197150358,4839.93852074688,24.8501477202219,6522.3150916341,0.0750886154875991,0.663912555515015,46.2,188.4,0,3.9729875017881,0.827142278117279,0.156102719749517,0.223391812865497,0.0846003898635478,0.0230019493177388,0.0549185274592637,169.8,71.8,42.2466666666667,26.4,1589.29296084905,1247.38900030031,7.43867337860929,18.4,4.62360219980147,11.4,5.2,3.9729875017881,0.127916325921487
26,4.6,0.000825082508250825,0.00783828382838284,0.000825082508250825,0,0,4130.19651159627,9699.14016255556,4804.99784038522,24.7308797837805,6182.23004444787,0.0730040075367211,0.590043245892451,44.8,170.4,0,2.45656547706792,0.38961724463685,0.113293106390543,0.223597359735974,0.0940594059405941,0.021039603960396,0.0560686015831135,164.2,68,40.4133333333333,26.4,1488.32963836231,1186.04151548374,5.24329802791327,14.6,2.23218877647495,8,5.6,2.45656547706792,0.0939273932673519
27,2.4,0.00040551500405515,0.00446066504460665,0,0,0,3958.07832164451,9388.62214978538,4642.62292398294,25.0462578028047,5986.57692298928,0.0728380411437516,0.578078514845148,47,160.4,0,2.96085453970131,0.461971929829488,0.101626577624886,0.265612327656123,0.0896188158961882,0.021492295214923,0.0649436713055003,185.8,70.4,40.78,27.4,1292.29719497406,476.13923908385,5.34275905731252,15.8,1.2993059947153,4.8,5.6,2.96085453970131,0.0887114124282457
28,5.2,0.000864677907479464,0.00907911802853437,0.000864677907479464,0.000432338953739732,0,3904.86488229311,9883.26617480213,4761.57228281669,25.0192983708246,5451.1365194298,0.0751585960135049,0.579364193067865,44.6,164,0,2.30967538820066,0.357761177615531,0.0903816545876639,0.259835711197579,0.0907911802853437,0.012970168612192,0.0444900752908966,168.2,82.4,47.38,28,995.915983967139,636.590590291101,4.64196076441979,16,1.27080768059102,5.8,6,2.30967538820066,0.0863093030831451
29,4.8,0.00110823790173624,0.0073882526782416,0.00036941263391208,0,0,4140.3093682143,9745.16315234374,4192.70199727972,25.0741765322921,6553.53842270033,0.0852458947955888,0.613346961374415,53,171.8,0,4.4668084934456,0.915006767229618,0.281443689576841,0.252308828961951,0.0809013668267455,0.0217953454008127,0.0390015600624025,192.2,62.4,35.7066666666667,27.2,2196.12057484348,1883.59622817354,7.36603757895539,19.8,5.18743156218447,15.8,6.2,4.4668084934456,0.125589943983507
30,6.2,0.00147547030616009,0.00959055699004058,0.000368867576540022,0,0,3615.77772322571,8668.12553657213,4911.91726673604,25.1763913074581,6530.78592698727,0.0747091637724663,0.558248023373331,45.4,166.4,0,1.77973795881725,0.703527372489032,0.0964285732614485,0.232017705643674,0.0852084101807451,0.0265584655108816,0.110344827586207,186.4,61.6,36.5266666666667,27.4,2649.67909778905,2044.12865626015,10.1181761654116,22.4,5.04568591683749,12.2,5.4,1.77973795881725,0.101592028004536
31,6.2,0.00147547030616009,0.00959055699004058,0.000368867576540022,0,0,3615.77772322571,8668.12553657213,4911.91726673604,25.1763913074581,6530.78592698727,0.0747091637724663,0.558248023373331,45.4,166.4,0,1.77973795881725,0.703527372489032,0.0964285732614485,0.232017705643674,0.0852084101807451,0.0265584655108816,0.110344827586207,186.4,63.4,37.18,27.4,2649.67909778905,2044.12865626015,10.1181761654116,22.4,5.04568591683749,12.2,5.4,1.77973795881725,0.101592028004536
32,4.4,0.00164095831965868,0.00525106662290778,0,0,0.000328191663931736,4856.33823087562,10399.8146294681,5398.21860516304,24.7905623553046,7137.56405695393,0.0731743524369365,0.59418195596188,44.2,163.8,0,2.37961886346416,0.671738351959097,0.0975128766006851,0.250410239579915,0.0797505743354119,0.0278962914341976,0.192939744370055,218.2,45.2,26.6333333333333,26,3708.37259119523,3949.05151780432,8.44881116050616,18,11.097996383021,23,5,2.37961886346416,0.108332770366682
33,3.8,0.00136472193790515,0.00511770726714432,0,0,0,4699.46657762966,10449.5727140468,5372.48994386354,24.8456470111096,9150.38635300207,0.0724333217892426,0.591841597544397,45.4,161.4,0,2.3383296216173,0.217464101361054,0.0987819279938973,0.240191061071307,0.0818833162743091,0.0187649266461958,0.212632895559725,199.8,14.2,8.38666666666667,18.6,3464.4962979004,7306.70868879389,6.54926046854497,11.6,4.16895388737557,8.4,4.8,2.3383296216173,0.108026060972048
34,6,0.002002002002002,0.00800800800800801,0,0,0,4512.2133023809,9979.48004168469,5377.41038421105,24.9798622684605,9230.02732979813,0.0710572034273227,0.564571265958751,43.8,167,0,1.64669923825082,0.263613074225207,0.105403868620373,0.246913580246914,0.0777444110777444,0.0193526860193527,0.198646986469865,206.2,13.6,8.26,16.8,3811.00559949671,1625.17082040137,6.56966528192833,11,3.37621190153855,6.6,5.2,1.64669923825082,0.10729576743135
35,6,0.002002002002002,0.00800800800800801,0,0,0,4512.2133023809,9979.48004168469,5377.41038421105,24.9798622684605,9230.02732979813,0.0710572034273227,0.564571265958751,43.8,167,0,1.64669923825082,0.263613074225207,0.105403868620373,0.246913580246914,0.0777444110777444,0.0193526860193527,0.198646986469865,206.2,13.6,8.26,16.8,3811.00559949671,1625.17082040137,6.56966528192833,11,3.37621190153855,6.6,5.2,1.64669923825082,0.10729576743135
36,3.6,0.00135226504394861,0.00473292765382015,0,0,0,4054.52566342762,8764.87467070562,5280.9476780304,24.9410835518489,9213.55252699754,0.0652136013722571,0.459910212371586,45.8,159.4,0,1.58147246104473,0.257554267982584,0.100419697273765,0.248816768086545,0.0821501014198783,0.0192697768762677,0.202720207253886,207.2,11.6,7.54666666666667,15.8,3939.68722557855,5462.71686012226,5.28314326516554,10,3.72235948996087,6.2,5.6,1.58147246104473,0.104917764945467
37,3.6,0.00067911714770798,0.00543293718166384,0,0,0,4532.53079982931,9849.58146799264,5241.90603006602,25.2158297967601,9265.0338124823,0.0668425188259789,0.467590072674679,50,171.2,0,1.36368163176743,0.265538467943753,0.113228471597917,0.252631578947368,0.0784380305602716,0.0183361629881155,0.165105386416862,205.8,12.6,7.44666666666667,18.4,6006.66619898795,6217.99614162591,6.11357895447033,10.6,4.23972648223898,7.4,5.2,1.36368163176743,0.134495542415471
38,4.2,0.000329380764163373,0.00658761528326746,0,0,0,4211.76333590933,9389.33764278333,5278.69124643929,24.8376025558731,9072.68736768709,0.0699613478219036,0.507817379891577,48.8,167.4,0,1.00686067316592,0.1230333531813,0.112190764610381,0.252305665349144,0.0770750988142292,0.00988142292490119,0.20569436374201,206,14,8.84666666666667,19.4,4233.89231086213,2936.21632856148,5.5608439996268,10.8,5.4216374659899,10,6.2,1.00686067316592,0.15945316666862
39,5.4,0.00184105553850875,0.00613685179502915,0.000306842589751458,0,0,4583.09358158801,9790.77417499796,5145.7678798289,31.5811625351418,9081.17630570887,0.0773063178947356,0.600461870716989,57.6,190,0,2.46056838937673,0.219984797125424,0.111339382237897,0.255906719852716,0.0687327401043265,0.00675053697453206,0.193548387096774,216,14,8.36666666666667,18.4,2292.28602170198,4095.85802347476,6.53501579583617,11.8,5.97037736522316,11.2,5.2,2.46056838937673,0.114809950171818
40,5.4,0.00185471406491499,0.00618238021638331,0.000309119010819165,0,0,4530.4608428221,9835.40003662309,5106.89620717852,31.6193834485774,9040.93190191252,0.0770083398096327,0.595836838794037,57.8,191.2,0,2.44477511492259,0.207491863083088,0.111288209382129,0.257805255023184,0.0695517774343122,0.00680061823802164,0.189276139410188,216.2,14,8.36666666666667,19,2292.28602170198,4095.85802347476,6.60982092806637,12.2,6.00377938953923,12.2,5.4,2.44477511492259,0.114929449630297
41,5.4,0.00185471406491499,0.00618238021638331,0.000309119010819165,0,0,4530.4608428221,9835.40003662309,5106.89620717852,31.6193834485774,9040.93190191252,0.0770083398096327,0.595836838794037,57.8,191.2,0,2.44477511492259,0.207491863083088,0.111288209382129,0.257805255023184,0.0695517774343122,0.00680061823802164,0.189276139410188,216.2,14,8.42666666666667,19,2292.28602170198,4095.85802347476,6.60982092806637,12.2,6.00377938953923,12.2,5.4,2.44477511492259,0.114929449630297
42,6.6,0.00240963855421687,0.0072289156626506,0.000301204819277108,0,0,4344.84104723469,9542.1101015204,5203.15233799559,31.4330357723033,9019.44456892959,0.0763805387319031,0.52723437176158,56.4,179.6,0,2.02743678777455,0.19152877248925,0.110035160047651,0.242469879518072,0.0698795180722892,0.00662650602409639,0.179896907216495,211.8,13.8,8.34,18,2554.37886329674,4317.24148168099,6.22429174441075,11.6,5.98052845459662,13,5.2,2.02743678777455,0.118343956635955
43,8,0.00316455696202532,0.0105485232067511,0.000351617440225035,0,0,4028.3802994487,9211.25944065121,5103.99561437668,31.7785870995975,8933.07671937588,0.0664583166565482,0.451670465884559,48.4,161,0,1.52245848027765,0.163132742817113,0.0971928057889011,0.248241912798875,0.0850914205344585,0.00738396624472574,0.170945522855354,193.8,14.8,9.1,18.6,2230.81968659279,3778.13217524403,6.04742257331197,11.4,4.31375164882868,8.6,5.2,1.52245848027765,0.10463724671823
44,5.2,0.00159897665494084,0.00671570195075152,0,0,0,3960.29520672702,9135.86999637156,5251.603725448,31.6693288893419,9021.49136237404,0.0824983146327119,0.445987907143238,51.4,161.4,0,1.16657833597254,0.255741120745163,0.115194349557307,0.250719539494723,0.0748321074512312,0.00831467860569236,0.192504258943782,208.8,15,9.11333333333333,17,3520.93905413523,2939.86837313994,7.33867537049276,11.8,6.88199220599126,12.2,4.4,1.16657833597254,0.134170467546696
45,6.2,0.00256904303147078,0.00738599871547848,0,0,0,4086.84860236743,9460.56937498131,5315.66345399093,31.6578794295358,9007.16008275618,0.0822994341955705,0.4469315871553,50.6,161.4,0,1.21079858074872,0.255386212043869,0.111284888315035,0.251445086705202,0.0732177263969171,0.00834938985228003,0.194982896237172,207.4,15,9.11333333333333,17.4,3520.93905413523,2939.86837313994,7.57354229372852,12.4,6.95279215459384,12.6,4.4,1.21079858074872,0.135456614438456
46,8.6,0.0018796992481203,0.0115914786967419,0,0,0,4441.43938683722,10194.9090826339,5261.84327587463,31.3807087628483,8939.22169048455,0.0751677326546235,0.599093535040479,50.2,197.6,0,1.75319831194856,0.205226217086039,0.106736586824766,0.257205513784461,0.0695488721804511,0.0087719298245614,0.197237569060773,214.2,19.6,11.7466666666667,19.8,5124.92431840742,4638.74547644607,9.37388465397149,15.8,5.43068538513962,9.6,5.2,1.75319831194856,0.112658623089857
47,8.6,0.00163345311989546,0.0124142437112055,0,0,0,4396.13412725766,10056.7330058589,5304.11259189632,31.2848967822144,8931.90785273579,0.0677031213337687,0.540985467421379,44.4,171.2,0,2.1589086311068,0.120705690322331,0.110858206856016,0.25547206795165,0.0738320810192747,0.00849395622345639,0.217260108630054,206.8,21.6,13.5866666666667,18,954.510088626084,1445.63484698242,5.76201200262865,10.4,5.84820104771167,9.4,7,2.1589086311068,0.109228047812754
48,8.6,0.00163345311989546,0.0124142437112055,0,0,0,4396.13412725766,10056.7330058589,5304.11259189632,31.2848967822144,8931.90785273579,0.0677031213337687,0.540985467421379,44.4,171.2,0,2.1589086311068,0.120705690322331,0.110858206856016,0.25547206795165,0.0738320810192747,0.00849395622345639,0.217260108630054,206.8,21.6,13.5866666666667,18,954.510088626084,1445.63484698242,5.76201200262865,10.4,5.84820104771167,9.4,7,2.1589086311068,0.109228047812754
49,8.8,0.00160462130937099,0.0121951219512195,0,0.000320924261874198,0,4625.19195245703,10473.6537434001,5239.0875253407,31.407595701131,8932.68203333779,0.0701923393764192,0.564825751923391,46.6,176.8,0,2.81033296412647,0.136287597017658,0.106385049830622,0.254172015404365,0.0731707317073171,0.00866495507060334,0.211538461538462,209.4,21.8,13.5333333333333,18.8,916.557575968348,1125.11840514277,5.97904077407101,10.8,5.95236905860529,9.8,7,2.81033296412647,0.110014820714933
50,7.4,0.0013531799729364,0.0108254397834912,0.0003382949932341,0,0,3775.46634229554,8822.56830837598,5150.8617304246,31.5951211220287,8910.15868147722,0.071122752046628,0.479896449515441,44.8,165.6,0,1.04846120774077,0.160456319276736,0.102808389146665,0.251691474966171,0.0794993234100135,0.0111637347767253,0.219330855018587,202.4,18.2,11.28,19.8,1629.54864996445,2813.71081349818,6.52292480659206,14.2,4.82321581924936,8.6,7,1.04846120774077,0.131391619071517
51,6.6,0.00130378096479791,0.0091264667535854,0.000325945241199478,0,0,4311.27727666776,9400.39137174883,5181.37371594896,31.5059958201077,8976.81590305219,0.0735832084389428,0.544864072886647,46.8,172.8,0,2.06554610701007,0.159350982250221,0.101675549067943,0.266623207301173,0.0801825293350717,0.0120599739243807,0.213763702801462,220.2,17.4,10.92,18.8,2232.48024857676,3118.2100027011,6.90157600998614,13.4,3.94262351810219,8.2,7,2.06554610701007,0.107764871732502
52,6.4,0.00171585449553878,0.00892244337680165,0.000343170899107756,0,0,3616.63614824863,8298.00450271834,5179.76385984053,31.7018109387614,8977.35344325342,0.0679410434675446,0.419856615628893,44,157.4,0,0.667583906173428,0.200623024694525,0.107007322849313,0.256691832532601,0.0854495538778312,0.012697323266987,0.232262382864793,206.8,16.2,10.02,18.2,2541.36500412767,4439.76709918595,6.13223330848058,12.2,3.86543700089235,7.4,7,0.667583906173428,0.103803904524925
53,6.4,0.00171585449553878,0.00892244337680165,0.000343170899107756,0,0,3616.63614824863,8298.00450271834,5179.76385984053,31.7018109387614,8977.35344325342,0.0679410434675446,0.419856615628893,44,157.4,0,0.667583906173428,0.200623024694525,0.107007322849313,0.256691832532601,0.0854495538778312,0.012697323266987,0.232262382864793,206.8,16.2,10.02,18.2,2541.36500412767,4439.76709918595,6.13223330848058,12.2,3.86543700089235,7.4,7,0.667583906173428,0.103803904524925
54,7.2,0.00136518771331058,0.0102389078498294,0.00068259385665529,0,0,4211.49748990022,9251.18212197692,5633.43353786638,31.4135003221648,8871.68198492239,0.0683842857115144,0.405596737407691,50.2,154.4,0,0.682878957302465,0.172827602125667,0.0596162551197625,0.244027303754266,0.0829351535836177,0.0156996587030717,0.199216198563031,200.8,16.6,10.2533333333333,22,2446.94985571077,4413.0439062783,7.16478677704208,15,3.85326345920033,8,7,0.682878957302465,0.179665525279501
55,3.2,0.000382262996941896,0.00573394495412844,0,0,0,3410.93968229938,8417.07782961994,5356.9210118444,31.7865152388925,8781.86638931269,0.0628771799918421,0.276422613618498,44.2,118,0,0.368775530890684,0.132302447340932,0.0785169758691934,0.245030581039755,0.0894495412844037,0.0126146788990826,0.21681068342498,181.6,15,9.23333333333333,18.6,1972.26144092485,2157.01186526795,6.01094811681924,12.8,2.98203445589391,6.6,7,0.368775530890684,0.149574802065722
56,3.2,0.000382262996941896,0.00573394495412844,0,0,0,3410.93968229938,8417.07782961994,5356.9210118444,31.7865152388925,8781.86638931269,0.0628771799918421,0.276422613618498,44.2,118,0,0.368775530890684,0.132302447340932,0.0785169758691934,0.245030581039755,0.0894495412844037,0.0126146788990826,0.21681068342498,181.6,15.2,10.7,18.6,1972.26144092485,2157.01186526795,6.01094811681924,12.8,2.98203445589391,6.6,7,0.368775530890684,0.149574802065722
57,3.2,0.000382262996941896,0.00573394495412844,0,0,0,3410.93968229938,8417.07782961994,5356.9210118444,31.7865152388925,8781.86638931269,0.0628771799918421,0.276422613618498,44.2,118,0,0.368775530890684,0.132302447340932,0.0785169758691934,0.245030581039755,0.0894495412844037,0.0126146788990826,0.21681068342498,181.6,15.2,10.7,18.6,1972.26144092485,2157.01186526795,6.01094811681924,12.8,2.98203445589391,6.6,7,0.368775530890684,0.149574802065722
58,7.8,0.001508864579404,0.013202565069785,0,0,0,4009.25794923828,9041.74221401114,5695.53934181463,31.6530891272623,8781.76221004909,0.0569045966705196,0.340348555731424,38.2,127.6,0,0.348102787497999,0.110264311881794,0.105635605402542,0.242927197284044,0.0894002263296869,0.014334213504338,0.26344505066251,183.8,15.6,10.74,20.4,3107.79474100607,2649.71534983016,5.62371065200195,12.6,3.38330988261285,7.8,7,0.348102787497999,0.150986202688289
59,3.2,0.000380372765310004,0.00418410041841004,0.00114111829593001,0.000380372765310004,0,3640.23932834146,8631.0533769785,5636.99095179636,31.8583280110843,8452.77277257286,0.0446326445975163,0.31516982198744,31.4,119.4,0,0.241399828768765,0.0870633612679135,0.0559823739292847,0.350323316850513,0.0886268543172309,0.0114111829593001,0.206980519480519,236.8,20.8,14.0866666666667,19.8,1916.21333957735,1695.83768165763,4.25363700784869,9.4,2.70871228353516,5.6,7,0.241399828768765,0.119796732425566
60,3.2,0.000380372765310004,0.00418410041841004,0.00114111829593001,0.000380372765310004,0,3640.23932834146,8631.0533769785,5636.99095179636,31.8583280110843,8452.77277257286,0.0446326445975163,0.31516982198744,31.4,119.4,0,0.241399828768765,0.0870633612679135,0.0559823739292847,0.350323316850513,0.0886268543172309,0.0114111829593001,0.206980519480519,236.8,20.8,14.0866666666667,19.8,1916.21333957735,1695.83768165763,4.25363700784869,9.4,2.70871228353516,5.6,7,0.241399828768765,0.119796732425566
61,4.8,0.00147058823529412,0.00735294117647059,0,0,0,2475.24775225905,6149.75760054354,4558.2320871101,31.641831675431,8536.33247542972,0.0526393300659049,0.305746816707785,36.2,124.6,0,0.309762488683737,0.134492457335675,0.0566957391127939,0.336764705882353,0.0496323529411765,0.0257352941176471,0.156818181818182,224.2,18.6,12.52,18,2008.75959747696,4137.82148374159,5.55849019566161,11.4,2.77542801768028,4.6,7,0.309762488683737,0.145143867627351
62,4.8,0.00147058823529412,0.00735294117647059,0,0,0,2475.24775225905,6149.75760054354,4558.2320871101,31.641831675431,8536.33247542972,0.0526393300659049,0.305746816707785,36.2,124.6,0,0.309762488683737,0.134492457335675,0.0566957391127939,0.336764705882353,0.0496323529411765,0.0257352941176471,0.156818181818182,224.2,18.6,12.7066666666667,18,2008.75959747696,4137.82148374159,5.55849019566161,11.4,2.77542801768028,4.6,7,0.309762488683737,0.145143867627351
63,4.8,0.00147058823529412,0.00735294117647059,0,0,0,2475.24775225905,6149.75760054354,4558.2320871101,31.641831675431,8536.33247542972,0.0526393300659049,0.305746816707785,36.2,124.6,0,0.309762488683737,0.134492457335675,0.0566957391127939,0.336764705882353,0.0496323529411765,0.0257352941176471,0.156818181818182,224.2,18.6,12.7066666666667,18,2008.75959747696,4137.82148374159,5.55849019566161,11.4,2.77542801768028,4.6,7,0.309762488683737,0.145143867627351
64,4,0,0.00652248541023,0.000343288705801579,0,0,2642.7955118579,6175.47575154334,4509.08124105079,31.3913543419817,8727.11410536566,0.0567896245586098,0.327644847584398,38.6,128,0,0.357467850108395,0.0894904030940538,0.0789349119438443,0.34122897356677,0.0480604188122211,0.0240302094061105,0.152173913043478,240.8,15.4,10.6466666666667,18,1346.13249748219,843.967481375211,3.93504061884887,10.4,2.83157806117502,7.2,7,0.357467850108395,0.157889553856605
65,5.8,0.00181620050853614,0.00835452233926626,0.000363240101707228,0,0,2637.92523373457,6199.19748652533,4694.06890001772,31.4174551360048,8502.71605809193,0.0543875770902027,0.290935468042645,37.2,121,0,0.23479717751399,0.0655888381973579,0.0371024992933501,0.337450054486015,0.0494006538321831,0.0257900472212132,0.165615141955836,227.2,18.8,13.5133333333333,18.4,1465.18950571659,1802.86614084973,4.51326151733551,12.6,1.44960210513923,3.6,7,0.23479717751399,0.0923287702063142
66,3.2,0,0.00527704485488127,0.000753863550697324,0,0,2426.42033295855,5933.16622778405,4625.871595339,31.7533373905762,8290.08943755748,0.0564337141868223,0.259454634515689,36.8,112,0,0.16092393019495,0.111316599543855,0.0303902329360898,0.355823595929137,0.050131926121372,0.027892951375801,0.174524400330852,230.2,19.4,13.6533333333333,19.6,919.334846339837,0,4.90558321296548,11.8,1.96744911672233,4.4,7,0.16092393019495,0.105032796513528
67,3.4,0.00114591291061879,0.00381970970206264,0.00152788388082506,0,0,2889.78591058495,6411.1596775623,5141.02983444427,31.6480834373083,8515.41525051842,0.0437093548137914,0.224071514758362,29.8,99.2,0,0.124949071243457,0.0464514715100211,0.044248381497085,0.331168831168831,0.0454545454545455,0.0324675324675325,0.223345588235294,214.2,16,11.58,18,1566.02884035542,2006.90886734059,4.55800253736564,10.4,1.47155981830958,3.2,7,0.124949071243457,0.158792451783786
68,2.2,0,0.00360490266762797,0.000360490266762797,0,0,2822.12150786907,6359.92002600359,5038.35793687847,31.2292302584872,8535.76975667155,0.0802076410098619,0.20442422089416,44.6,93.6,0,0.226588648533497,0.130138402398217,0.0373497559771918,0.346070656092285,0.0436193222782985,0.0291997116077866,0.231546231546232,232.4,17.2,11.6466666666667,18,3008.14799637657,5055.77006775828,5.83491968000805,11.4,2.23375572845931,4,7,0.226588648533497,0.151442066676268
69,8.2,0.00152944175375988,0.00841192964567933,0.000509813917919959,0,0,3446.0708561809,6701.65595904386,4367.48284918322,31.9542386966177,8885.24482836102,0.116666005963405,0.537235469704357,66.4,176.2,0,1.83889530182446,0.237530197662059,0.0940204606260585,0.348712719857252,0.0364516951312771,0.0168238592913587,0.130699088145897,315.4,16.2,11.76,20.8,2765.7487589226,5287.46358645962,6.34689108435839,13.2,5.82737342913902,13.4,7,1.83889530182446,0.101951584998213
